candidate_id,candidate_name,constituency,district,party,s_o_d_o_w_o,age_detail,voter_enrolled,self_profession,spouse_profession,education_full,assets_total_inr,liabilities_total_inr,num_criminal_cases,education_summary,age_summary,criminal_cases_summary,total_assets_summary,liabilities_summary,candidate_url
2614,R. Ravikumar,KOLATHUR,HARBOUR,IND,RAJENDRAN,33,"17 Roypuram constituency, at Serial no 620 in Part no 188","Advocate , Madras High Court",Nil,,,,0,Graduate Professional,33,0,"Rs 3,590 ~ 3 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2614
2603,R. Senthil Kumar,KOLATHUR,HARBOUR,IND,S. Rajappan,45,"24 Thiagarayanagar constituency, at Serial no 693 in Part no 26",Lawyer,Banking,,,,0,Graduate Professional,45,0,"Rs 9,42,240 ~ 9 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2603
2616,Raja. G.,KOLATHUR,HARBOUR,IND,P Govindasamy,71,"13 Kolathur constituency, at Serial no 371 in Part no 74",Railway Retired,House Wife,,,,0,10th Pass,71,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2616
2609,S. Balachandar,KOLATHUR,HARBOUR,IND,Sivaprakasam,49,"13 Kolathur constituency, at Serial no 309 in Part no 238",Electrical,House Wife,,,,0,10th Pass,49,0,"Rs 5,61,000 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2609
2621,S. Sharan,KOLATHUR,HARBOUR,IND,Mr. Srinivasan,27,"13 Kolathur constituency, at Serial no 476 in Part no 277",System Engineer,House Wife,,,,0,Graduate,27,0,"Rs 4,06,000 ~ 4 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2621
2604,Selvi Steffi. V. M,KOLATHUR,HARBOUR,IND,Mr. Mani K,26,"13 Kolathur constituency, at Serial no 524 in Part no 93",Lawyer,Nil,,,,0,Post Graduate,26,0,"Rs 9,45,02,000 ~ 9 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2604
346,Sivagnanasam,KOLATHUR,HARBOUR,Desiya Makkal Sakthi Katchi,Thirumalaisamy,71,"Saithapet constituency, at Serial no 625 in Part no 137",Lawyer,Retired Bank Employee,,,,0,Graduate Professional,71,0,"Rs 29,62,000 ~ 29 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=346
69,Soundara Pandian Luder Seth,KOLATHUR,HARBOUR,Naam Tamilar Katchi,SOUNDARAPANDIYAN MUTHU NADAR,53,"13 Kolathur constituency, at Serial no 450 in Part no 93",Indivitual Occupanchar doctor,Divorce,,,,0,Graduate Professional,53,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=69
2592,Subashini,KOLATHUR,HARBOUR,BSP,Mr Arunmugam,37,"Pallavaram constituency, at Serial no 841 in Part no 48",Consulant,Private job,,,,0,Post Graduate,37,0,"Rs 23,95,677 ~ 23 Lacs+","Rs 12,23,453 ~ 12 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2592
2600,V. A. Sudhakar,KOLATHUR,HARBOUR,IND,PV Ambikapathy,46,"Kolathur constituency, at Serial no 695 in Part no 240",Private Company,Housewife,,,,0,10th Pass,46,0,"Rs 3,92,900 ~ 3 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2600
2607,V. Naresh Babu,KOLATHUR,HARBOUR,IND,Mr. Venkataramanan,34,"13 Kolathur constituency, at Serial no 133 in Part no 178",Self Employed,Nil,,,,0,Graduate Professional,34,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2607
2597,V. S. Babu,KOLATHUR,HARBOUR,Tamilaga Vettri Kazhagam,V Sundarampillai,75,"Kolathur constituency, at Serial no 422 in Part no 223",Ex MLA Public Servant,Housewife,,,,0,8th Pass,75,0,"Rs 3,66,94,500 ~ 3 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2597
2619,Vigirdhan,KOLATHUR,HARBOUR,IND,SRINIVASAN,53,"04 Thiruvallur constituency, at Serial no 386 in Part no 173",Yoga Therapist,House Wife,,,,0,10th Pass,53,0,"Rs 5,68,000 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2619
101,Arun. R.L,MYLAPORE,KOLATHUR,Naam Tamilar Katchi,Lakshminarayan,33,"Kaundampalayam constituency, at Serial no 519 in Part no 509",Private Company,House Wife,,,,0,Graduate,33,0,"Rs 3,47,99,109 ~ 3 Crore+","Rs 10,70,626 ~ 10 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=101
2043,Balaji. V,MYLAPORE,KOLATHUR,BSP,Venkatesan,45,"25 Mylapore constituency, at Serial no 490 in Part no 248",Self Employed,House Wife,,,,0,12th Pass,45,0,"Rs 12,00,000 ~ 12 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2043
2044,Devendran. R,MYLAPORE,KOLATHUR,Tamizhaga Murpokku Makkal Katchi,E.Ramamoothy,61,"Mylapore constituency, at Serial no 275 in Part no 12",Yoga Vinayaka Security Services,NA,,,,0,Illiterate,61,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2044
1350,Dr. Tamilisai Soundararajan,MYLAPORE,KOLATHUR,BJP,P. Soundarajan,64,"Virugambakkam constituency, at Serial no 367 in Part no 129",Doctor,Doctor,,,,0,Graduate Professional,64,0,"Rs 25,83,97,763 ~ 25 Crore+","Rs 6,06,71,918 ~ 6 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1350
2057,Jayagopi. M,MYLAPORE,KOLATHUR,IND,N.Madurai,53,"25 Mylapore constituency, at Serial no 289 in Part no 131",Manager-Private Company,Speaker,,,,0,Graduate,53,0,"Rs 9,84,140 ~ 9 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2057
2047,Mohanraj. J,MYLAPORE,KOLATHUR,Jebamani Janata,R.Jebamani,74,"25 Mylapore constituency, at Serial no 234 in Part no 73","Pensioner, Politician",House Wife,,,,0,Graduate,74,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2047
2046,Moorthy. S,MYLAPORE,KOLATHUR,Thamizhaga Dravidar Katchi,Subramani,57,"28 Alandur constituency, at Serial no 447 in Part no 348",Personal (Sub-Inspector) VRS,Housewife,,,,0,10th Pass,57,0,"Rs 1,43,25,008 ~ 1 Crore+","Rs 6,50,000 ~ 6 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2046
2045,Nagarajan. S,MYLAPORE,KOLATHUR,All India Jananayaka Makkal Kazhagam,P.Shanmugavelu,54,"Elumbur constituency, at Serial no 82 in Part no 20",Business,Business,,,,0,12th Pass,54,0,"Rs 70,000 ~ 70 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2045
2050,Radhakrishnan. G,MYLAPORE,KOLATHUR,IND,K.Gopal,46,"25 Mylapore constituency, at Serial no 410 in Part no 178",Business,Home Maker,,,,0,10th Pass,46,0,"Rs 77,81,000 ~ 77 Lacs+","Rs 4,00,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2050
2051,Romanraj. A,MYLAPORE,KOLATHUR,IND,Arivincent,48,"Mylapore constituency, at Serial no 513 in Part no 136",Business,Housewife,,,,0,12th Pass,48,0,"Rs 17,11,000 ~ 17 Lacs+","Rs 3,00,000 ~ 3 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2051
2048,Selvamuthu. S,MYLAPORE,KOLATHUR,IND,Chellappa.R.M,69,"Mylapore constituency, at Serial no 543 in Part no 0",NIL,NIL,,,,1,Others,69,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2048
857,Velu. Dha,MYLAPORE,KOLATHUR,DMK,G Dharani Singh,55,"25 Mylapore constituency, at Serial no 45 in Part no 84","Lawyer, Member of Legislative Assembly, Advertising Banner Production, Construction Industy and Publice Service",Housewife,,,,0,Graduate Professional,55,0,"Rs 5,65,56,348 ~ 5 Crore+","Rs 97,76,414 ~ 97 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=857
2056,Velu. K,MYLAPORE,KOLATHUR,IND,KABALI,42,"25 Mylapore constituency, at Serial no 104 in Part no 129",Self Employment,House Wife,,,,0,8th Pass,42,0,"Rs 46,02,500 ~ 46 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2056
2055,Venkataraman. B,MYLAPORE,KOLATHUR,IND,BAJIRAO,57,"25 Mylapore constituency, at Serial no 9 in Part no 78",Private Job,House Wife,,,,0,10th Pass,57,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2055
100,Venkataramanan. P,MYLAPORE,KOLATHUR,Tamilaga Vettri Kazhagam,Padmanaaban,48,"21 - Annanagar constituency, at Serial no 219 in Part no 239",Lawyer,Trustee - Sai Vijay Charitable Trust,,,,0,Post Graduate,48,0,"Rs 5,40,84,284 ~ 5 Crore+","Rs 25,50,000 ~ 25 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=100
2054,Vijaya Krishna. V,MYLAPORE,KOLATHUR,IND,V.J.Poorna Chandra Rao,47,"25 Mylapore constituency, at Serial no 477 in Part no 269","Executive Assistant In Indian Institute Of Logistics, Chennai.",Nill,,,,1,Post Graduate,47,1,"Rs 8,01,800 ~ 8 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2054
2052,Vinu Pradha. A,MYLAPORE,KOLATHUR,IND,P. Mayakrishnan,42,"25 Mylapore constituency, at Serial no 350 in Part no 231",Lawyer,Private Company,,,,0,Post Graduate,42,0,"Rs 1,40,98,500 ~ 1 Crore+","Rs 25,00,000 ~ 25 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2052
1975,A. Rajaram,PERAMBUR,MYLAPORE,Republican Party of India (Athawale),Arjunan,51,"V.K.Nagar constituency, at Serial no 350 in Part no 144",Advocate,Housewife,,,,0,Graduate Professional,51,0,"Rs 5,500 ~ 5 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1975
1978,Agni Aalvar,PERAMBUR,MYLAPORE,IND,Nallappan,45,"58 Pennagaram constituency, at Serial no 658 in Part no 286",Agriculture,Unmarried,,,,0,10th Pass,45,0,"Rs 11,98,109 ~ 11 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1978
1979,Amala.R,PERAMBUR,MYLAPORE,IND,Raji Alias,58,"Perambur constituency, at Serial no 273 in Part no 256",Housewife,Civil Contractor,,,,0,8th Pass,58,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1979
1967,Ashlin Belmen .A.S,PERAMBUR,MYLAPORE,Tamilnadu Mahatma Gandhi Makkal Katchi,Antony,29,"233 Vilavancode constituency, at Serial no 267 in Part no 151","Owner, VIP Groups Cine House Production Company",House Wife,,,,3,Others,29,3,"Rs 1,25,87,638 ~ 1 Crore+","Rs 4,00,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1967
1980,Azarutheen.M,PERAMBUR,MYLAPORE,IND,Mohammed Yusuf,37,"Chengalpattu constituency, at Serial no 554 in Part no 183",Advocate,Teacher,,,,0,Graduate Professional,37,0,"Rs 70,12,600 ~ 70 Lacs+","Rs 4,00,000 ~ 4 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1980
1992,B. Balaji,PERAMBUR,MYLAPORE,IND,Bhuvaneshwaran,37,"Perambur constituency, at Serial no 614 in Part no 282",Post Office Contract Employee,Nil,,,,0,12th Pass,37,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1992
1985,B. Sathish Kumar,PERAMBUR,MYLAPORE,IND,Baskaran,42,"Kolathur constituency, at Serial no 113 in Part no 225",Advocate,Advocate,,,,0,Graduate Professional,42,0,"Rs 51,12,092 ~ 51 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1985
2005,B. Venkatesan,PERAMBUR,MYLAPORE,IND,G.Balaraman,47,"Perumbur constituency, at Serial no 466 in Part no 101",LIC Agent,Housewife,,,,0,Post Graduate,47,0,"Rs 5,92,000 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2005
124,C. Joseph Vijay,PERAMBUR,MYLAPORE,Tamilaga Vettri Kazhagam,S.A. Chandrasekaran,51,"27-Sholinganallur constituency, at Serial no 121 in Part no 282","Self Employed, Editor- Vijay Vidyashiram, Managing Director-Jayanagar Property P. Ltd. Trustee-Vadya Charitable Trust, Trustee Sai Vijay Charidouble Turst",House Wife,,,,2,12th Pass,51,2,"Rs 6,48,85,90,407 ~ 648 Crore+","Rs 7,63,60,016 ~ 7 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=124
1977,D.V. Venugopal,PERAMBUR,MYLAPORE,Tamizhaga Vaazhvurimai Katchi,Venkatakrishnan,55,"Perumbur constituency, at Serial no 703 in Part no 163",Real Estate,Housewife,,,,3,10th Pass,55,3,"Rs 2,41,96,888 ~ 2 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1977
1995,Dr.D. Madan,PERAMBUR,MYLAPORE,IND,Devaraj,28,"13- Kolathur constituency, at Serial no 704 in Part no 280",Doctor,NIL,,,,0,Post Graduate,28,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1995
1996,Dr.G. Moorthy,PERAMBUR,MYLAPORE,IND,M.Govindaraj,46,"85 Mettur constituency, at Serial no 406 in Part no 108","Professional Research Advisor and Propritorship (Conquer Technologies, Chennai)","Self Employed and Managing Director for Conquer Technologies, Chennai",,,,0,Doctorate,46,0,"Rs 2,88,28,251 ~ 2 Crore+","Rs 45,58,024 ~ 45 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1996
1969,Dr.R. Saravana Perumal,PERAMBUR,MYLAPORE,Makkal Nalvaazhvuk Katchi,Ramaswamy,52,"12 Perambur constituency, at Serial no 768 in Part no 87","Political Analyst, Press, Consultant, Freelance",House Wife,,,,0,Doctorate,52,0,"Rs 77,52,000 ~ 77 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1969
1982,E. Udhaya Kumar,PERAMBUR,MYLAPORE,IND,Ekambaram,56,"12 Perambur constituency, at Serial no 225 in Part no 75",Shed Fabrication,Nil,,,,0,5th Pass,56,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1982
2002,G. Ruthra Kumar,PERAMBUR,MYLAPORE,IND,Gunasekar,33,"12 Perambur constituency, at Serial no 138 in Part no 227",Lawyer,NIL,,,,0,Graduate Professional,33,0,"Rs 2,57,000 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2002
1989,H. Dhanasekar,PERAMBUR,MYLAPORE,IND,Harikrishnan,43,"Perambur constituency, at Serial no 425 in Part no 6",Auto Driver,Housewife,,,,0,10th Pass,43,0,"Rs 2,65,000 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1989
1973,K.M. Devan,PERAMBUR,MYLAPORE,Makkal Murasu Katchi,K R Mohan,41,"Perambur constituency, at Serial no 501 in Part no 63","Advocate, Madras High Court.",House Wife.,,,,0,Graduate Professional,41,0,"Rs 10,61,000 ~ 10 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1973
1968,M. Geeta,PERAMBUR,MYLAPORE,Thakkam Katchi,Pirithivirajan,40,"Ambattur constituency, at Serial no 715 in Part no 235",Housewife,Government Service,,,,0,Graduate,40,0,"Rs 67,36,525 ~ 67 Lacs+","Rs 20,75,016 ~ 20 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1968
2008,M. Joseph,PERAMBUR,MYLAPORE,IND,Magalingam,49,"12- Perambur constituency, at Serial no 329 in Part no 55",Self Employment,NIL,,,,0,12th Pass,49,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2008
1983,M. Kadhiravan,PERAMBUR,MYLAPORE,IND,Munusamy,58,"Thiru. Vi. Ka. Nagar constituency, at Serial no 283 in Part no 209",Self-Employed,Housewife,,,,0,12th Pass,58,0,"Rs 38,74,000 ~ 38 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1983
1988,M. Tamilselvam,PERAMBUR,MYLAPORE,IND,Munusamy,51,"Perambur constituency, at Serial no 247 in Part no 26",Electrician,NIL,,,,0,5th Pass,51,0,"Rs 45,000 ~ 45 Thou+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1988
241,M. Thilagabama,PERAMBUR,MYLAPORE,Pattali Makkal Katchi,Mahendrasekar,56,"Perambur constituency, at Serial no 531 in Part no 244",Farming and Mangaing Director of the Hospital Madhi Intergrated Health Center,Medical Director Mathi Integrated Health center,,,,0,Graduate,56,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=241
1990,M.I. Thahira Banu,PERAMBUR,MYLAPORE,IND,Mohammed Ibrahim,46,"Perambur constituency, at Serial no 739 in Part no 123",Business,Business,,,,0,10th Pass,46,0,"Rs 1,18,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1990
1991,Nivetha,PERAMBUR,MYLAPORE,IND,Baskaran,32,"Perambur constituency, at Serial no 234 in Part no 10",M/s Maersk Global Service Centre,M/s Gainwell Technologies,,,,0,Post Graduate,32,0,"Rs 26,41,156 ~ 26 Lacs+","Rs 2,50,000 ~ 2 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1991
1984,P. Gunasekar,PERAMBUR,MYLAPORE,IND,Palani,56,"Perumbur constituency, at Serial no 648 in Part no 6",Auto Driver,NIL,,,,0,10th Pass,56,0,"Rs 2,40,000 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1984
1993,P. Ponraj,PERAMBUR,MYLAPORE,IND,Pandiyan,56,"12 Perambur constituency, at Serial no 247 in Part no 26",Construction,NIL,,,,0,10th Pass,56,0,"Rs 4,60,000 ~ 4 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1993
1987,P. Thangamani,PERAMBUR,MYLAPORE,IND,Palani,61,"12 Perambur constituency, at Serial no 703 in Part no 15",Auto Driver,NIL,,,,0,8th Pass,61,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1987
2006,R. Jayaseelan,PERAMBUR,MYLAPORE,IND,Rajakani,60,"Maduravoyal constituency, at Serial no 382 in Part no 157",Business,Business,,,,0,5th Pass,60,0,"Rs 3,86,85,000 ~ 3 Crore+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2006
732,R.D. Shekar,PERAMBUR,MYLAPORE,DMK,M. Rajamannar,59,"12-Perambur constituency, at Serial no 276 in Part no 71",Salary of Member of Legislative,Owner of SS Costruction,,,,10,Graduate Professional,59,10,"Rs 6,49,98,731 ~ 6 Crore+","Rs 2,94,82,170 ~ 2 Crore+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=732
2001,Reegan Prabhu,PERAMBUR,MYLAPORE,IND,Thangadurai,37,"12 Perambur constituency, at Serial no 663 in Part no 108",Catering Service,House Wife,,,,0,Others,37,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2001
2007,S. Joseph,PERAMBUR,MYLAPORE,IND,Sebastin,65,"12 Perambur constituency, at Serial no 652 in Part no 208",Pensioner,NIL,,,,0,Post Graduate,65,0,"Rs 46,96,638 ~ 46 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2007
1974,S. Malathi,PERAMBUR,MYLAPORE,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Sekar,28,"11 Radhakrishnan Nagar constituency, at Serial no 378 in Part no 37",House Wife,Driver,,,,0,12th Pass,28,0,"Rs 10,45,000 ~ 10 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1974
2000,S. Rajesh Kumar,PERAMBUR,MYLAPORE,IND,K. Shanmugam,51,"14 Villivakkam constituency, at Serial no 436 in Part no 159",JP Plastic,Not Applicable,,,,0,Others,51,0,"Rs 95,40,123 ~ 95 Lacs+","Rs 5,00,000 ~ 5 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2000
1998,S. Ramesh,PERAMBUR,MYLAPORE,IND,Sekar,40,"12 Perambur constituency, at Serial no 7 in Part no 268",Wood Shop,Nil,,,,0,Graduate Professional,40,0,"Rs 1,45,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1998
1971,S. Sureshkumar,PERAMBUR,MYLAPORE,Makkalatchi Katchi,Samuthiram,42,"Alankulam constituency, at Serial no 721 in Part no 263","Lowyer, Chennai High Court, Chennai - 600104",Un-Married,,,,1,Graduate Professional,42,1,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1971
125,S. Vetri Thamizhan,PERAMBUR,MYLAPORE,Naam Tamilar Katchi,Mr. Sebastian,40,"12 Perambur constituency, at Serial no 375 in Part no 206",Social Worker,School Teacher (Private),,,,0,Post Graduate,40,0,"Rs 13,30,000 ~ 13 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=125
2004,S. Vishnu Varthan,PERAMBUR,MYLAPORE,IND,Sundaresan,29,"205 Sivakasi constituency, at Serial no 319 in Part no 244","Administrative Executive Officer Mathi Samajyadhan Health Center, Sivakasi",Nil,,,,0,Graduate,29,0,"Rs 33,00,000 ~ 33 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2004
1986,Sathish.B,PERAMBUR,MYLAPORE,IND,Basudev G,46,"Perambur constituency, at Serial no 580 in Part no 255","Engineer, Consultant",Not Applicable,,,,0,Others,46,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1986
1970,Sivakumar.V,PERAMBUR,MYLAPORE,Tamil Telugu National Party,K V Vijay Kumar,39,"Gudiyatham constituency, at Serial no 236 in Part no 108",Self Employed,Registered Nurse or Registered Midwife in Tamil Nadu,,,,0,Others,39,0,"Rs 2,33,34,380 ~ 2 Crore+","Rs 47,31,800 ~ 47 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1970
1999,V. Raji,PERAMBUR,MYLAPORE,IND,Venkataswamy,51,"12 Perambur constituency, at Serial no 472 in Part no 282",Daily Wage Work,Nil,,,,0,Illiterate,51,0,"Rs 1,15,000 ~ 1 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1999
1976,Vijay,PERAMBUR,MYLAPORE,All India Jananayaka Makkal Kazhagam,M Kannan,29,"Dr Radhakrishnan Nagar constituency, at Serial no 974 in Part no 146",Advocate,Government Service,,,,0,Graduate Professional,29,0,"Rs 13,16,700 ~ 13 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1976
2003,Vijay. G,PERAMBUR,MYLAPORE,IND,Gopal G.,35,"12 Perambur constituency, at Serial no 420 in Part no 228",Self Employed,Self Employed,,,,0,Others,35,0,"Rs 2,18,000 ~ 2 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=2003
139,A. Babu Mailan,ROYAPURAM,PERAMBUR,Naam Tamilar Katchi,R Arani,54,"North Chennai R.K.Nagar constituency, at Serial no 932 in Part no 152",Social Worker / ISWOT - Indian Seamens Welfare Organisation President,House Wife,,,,0,Others,54,0,"Rs 36,62,000 ~ 36 Lacs+","Rs 46,58,722 ~ 46 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=139
1556,A. Jayakumar,ROYAPURAM,PERAMBUR,IND,A Arumugam,43,"Royapuram constituency, at Serial no 122 in Part no 92",M/s We Sun X General Traders - Chickpea Business,NIL,,,,0,Graduate,43,0,"Rs 6,02,959 ~ 6 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1556
1549,A. Nizar Ahamed,ROYAPURAM,PERAMBUR,IND,Ahamed Ibrahim,57,"17 Royapuram constituency, at Serial no 150 in Part no 201",Sam Exim Travels,Housewife,,,,0,Graduate,57,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1549
1543,A. Sasikumar,ROYAPURAM,PERAMBUR,IND,Arumugam,39,"17 Royapuram constituency, at Serial no 398 in Part no 77",Advocate,House wife,,,,0,Graduate Professional,39,0,"Rs 7,11,001 ~ 7 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1543
1536,A. Sathik Kumar,ROYAPURAM,PERAMBUR,Democratic National Allegiance,R. Ashok Kumar,36,"Rayapuram constituency, at Serial no 407 in Part no 4",Washing Machine Service,House Wife,,,,0,Graduate,36,0,"Rs 3,08,500 ~ 3 Lacs+","Rs 1,50,000 ~ 1 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1536
1559,C. Sridhar,ROYAPURAM,PERAMBUR,IND,Chinnadurai,43,"Royapuram constituency, at Serial no 886 in Part no 175",Lawyer,Housewife,,,,0,Graduate Professional,43,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1559
330,D. Jayakumar,ROYAPURAM,PERAMBUR,AIADMK,Thiru. K. Durairaj,65,"25 , Myapore constituency, at Serial no 141 in Part no 263",Advocate,Business,,,,2,Graduate Professional,65,2,"Rs 5,33,11,296 ~ 5 Crore+","Rs 32,34,209 ~ 32 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=330
1557,D. Jayakumar,ROYAPURAM,PERAMBUR,IND,M Dhaksnamoorthy,42,"Chepauk Triplicane constituency, at Serial no 238 in Part no 89",Advocate,Executive at MAERSK Global Service Centers (INDIA) Pvt Ltd,,,,0,Post Graduate,42,0,"Rs 7,34,319 ~ 7 Lacs+","Rs 73,90,000 ~ 73 Lacs+",https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1557
1541,G. Karthikeyan,ROYAPURAM,PERAMBUR,IND,Gopi,31,"Roypuram constituency, at Serial no 444 in Part no 193",Lawyer,Lawyer,,,,0,Graduate Professional,31,0,"Rs 5,45,330 ~ 5 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1541
1558,I Jayaprakash,ROYAPURAM,PERAMBUR,IND,Irudhayasamy,39,"17 Royapuram constituency, at Serial no 416 in Part no 66",Private Work,Housewife,,,,0,Graduate,39,0,"Rs 30,40,658 ~ 30 Lacs+",Rs 0 ~,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1558
1547,J. Selvakumar,ROYAPURAM,PERAMBUR,IND,Thiru. E. Jayakanthan,50,"25 Mylapore constituency, at Serial no 66 in Part no 138",Business,House wife,,,,0,8th Pass,50,0,,,https://www.myneta.info/TamilNadu2026/candidate.php?candidate_id=1547
